"gene","log2FC","pvalue","padj"
"EXOC6B",1.37246005109489,8.44887418883497e-13,1.13299402872277e-09
"CCDC91",0.944894981466175,8.5445449900084e-13,1.14582348316013e-09
"AFF1",0.773951954869584,9.24123065046721e-13,1.23924903022765e-09
"FBXW7",0.776568933137885,9.39263244820985e-13,1.25955201130494e-09
"KIF13B",0.290243832131663,9.55099836278335e-13,1.28078888044925e-09
"TBCK",1.82694545866317,9.75761833776326e-13,1.30849661909405e-09
"ANKRD12",0.502222344672118,1.004222369296e-12,1.34666219722594e-09
"PRKCA",0.954439445618786,1.14342210012928e-12,1.53332903627337e-09
"KLF12",0.448618472421785,1.36673967923794e-12,1.83279790985808e-09
"HERC1",0.605380496839915,1.47690014451611e-12,1.9805230937961e-09
"RUNX1",0.476749098452582,1.49249373414535e-12,2.00143409748891e-09
"GBE1",1.30140242877005,1.56166174018628e-12,2.09418839358981e-09
"PCM1",1.26657217957941,1.80404018610831e-12,2.41921788957124e-09
"PDE8A",1.50229036930538,2.13863531049488e-12,2.86790995137363e-09
"DDX5",-0.472760781875826,2.17887802548508e-12,2.9218754321755e-09
"REV3L",0.702068831689904,2.25138687280812e-12,3.01910979643569e-09
"PCNX1",0.694196604104382,2.3904549992251e-12,3.20560015396086e-09
"TLK1",1.14748448968963,2.39394936403307e-12,3.21028609716834e-09
"RBM39",0.305525165342254,2.47386170687014e-12,3.31744854891286e-09
"CRADD",1.13408160766093,2.56000195809533e-12,3.43296262580583e-09
"ARIH1",0.506364104581928,2.56011072963107e-12,3.43310848843527e-09
"RBMS1",0.759454159612434,2.62705527046586e-12,3.52288111769472e-09
"GNB1",0.548527159120632,2.65413081171465e-12,3.55918941850935e-09
"SMARCC1",0.819048965131344,2.81082085189643e-12,3.76931076239312e-09
"HP",3.40953415242168,3.42336084334329e-12,4.59072689092336e-09
"CTNNB1",1.38338640967533,3.6667973697545e-12,4.91717527284079e-09
"VWA8",0.98794674192334,3.95131731072053e-12,5.29871651367623e-09
"MIF",-2.22575672424355,4.14057875163798e-12,5.55251610594653e-09
"DENND1B",0.825105865300162,4.72026316460712e-12,6.32987290373815e-09
"RERE",0.278841274867723,4.84789877558478e-12,6.50103225805919e-09
"SMAP2",0.355072504745118,6.07918619673768e-12,8.15218868982523e-09
"UVRAG",0.741057939827018,6.37191939785326e-12,8.54474391252122e-09
"STAU1",1.71749829331367,6.56283171318524e-12,8.8007573273814e-09
"BACH1",1.37054448424592,9.55223619535841e-12,1.28095487379756e-08
"FNDC3A",1.03583404914495,1.06150546750408e-11,1.42347883192297e-08
"TOP1",0.779544740273614,1.06772700582814e-11,1.43182191481553e-08
"RPS3A",-1.12685770141446,1.11274734107088e-11,1.49219418437605e-08
"CPQ",1.19412838149669,1.13139421826801e-11,1.5171996466974e-08
"CYTH1",0.297642109523451,1.5041844482305e-11,2.01711134507709e-08
"DAPK1",2.30029185290792,1.50636890126469e-11,2.02004069659595e-08
"MAP3K5",0.644108959519038,1.54211424612243e-11,2.06797520405018e-08
"TNS3",1.50273532899793,1.59530079081482e-11,2.13929836048268e-08
"AOPEP",1.11419466885585,1.8102905263903e-11,2.4275995958894e-08
"AFF4",0.747755703500013,1.84998201900871e-11,2.48082588749068e-08
"DNAJA1",-0.27783153326512,2.38207090583553e-11,3.19435708472545e-08
"EPS15",0.455860934862834,2.57729077107225e-11,3.45614692400789e-08
"EEF1G",-1.31311826648681,2.75718897571720e-11,3.69739041643677e-08
"UBB",-1.83395530980709,2.92949658009848e-11,3.92845491391207e-08
"FGA",2.57808811750245,3.02942375182973e-11,4.06245725120366e-08
"SPIDR",0.696659796298593,3.351555691756e-11,4.49443618264479e-08
"ELF2",1.01091230467753,3.70404853755181e-11,4.96712908885698e-08
"EXT1",1.10983831144923,3.74311501453279e-11,5.01951723448847e-08
"PID1",1.91773107934482,3.8860528222353e-11,5.21119683461754e-08
"EIF4G3",0.442832501090931,4.19830846377356e-11,5.62993164992034e-08
"NUP98",0.977180656008002,4.47632632610014e-11,6.00275360330028e-08
